scenario,stage,participant,period,target_mwh
High demand,DAM,W_A,42,0.42028762625
High demand,DAM,W_A,43,0.552278743
High demand,DAM,W_A,44,0.552278743
High demand,DAM,W_A,45,0.61248526
High demand,DAM,W_A,46,0.61248526
High demand,DAM,W_A,47,0.596275795
High demand,DAM,W_A,48,0.596275795
High demand,IDA1,IND,1,-81.87667495753557
High demand,IDA1,IND,2,-81.87667495753557
High demand,IDA1,IND,3,-75.05726513832104
High demand,IDA1,IND,4,-75.05726513832104
High demand,IDA1,IND,5,-74.0877612081566
High demand,IDA1,IND,6,-74.0877612081566
High demand,IDA1,IND,7,-76.60720779214971
High demand,IDA1,IND,8,-76.60720779214971
High demand,IDA1,IND,9,-79.75717575857867
High demand,IDA1,IND,10,-79.75717575857867
High demand,IDA1,IND,11,-83.44719903504833
High demand,IDA1,IND,12,-83.44719903504833
High demand,IDA1,IND,13,-90.46116392364661
High demand,IDA1,IND,14,-90.46116392364661
High demand,IDA1,IND,15,-100.01887329043514
High demand,IDA1,IND,16,-100.01887329043514
High demand,IDA1,IND,17,-106.64511424360222
High demand,IDA1,IND,18,-106.64511424360222
High demand,IDA1,IND,19,-113.52832495986769
High demand,IDA1,IND,20,-113.52832495986769
High demand,IDA1,IND,21,-102.50027340571549
High demand,IDA1,IND,22,-102.50027340571549
High demand,IDA1,IND,23,-93.64517990566941
High demand,IDA1,IND,24,-93.64517990566941
High demand,IDA1,IND,25,-89.63979770270443
High demand,IDA1,IND,26,-89.63979770270443
High demand,IDA1,IND,27,-94.80142618012042
High demand,IDA1,IND,28,-94.80142618012042
High demand,IDA1,IND,29,-99.71352502917176
High demand,IDA1,IND,30,-99.71352502917176
High demand,IDA1,IND,31,-99.78500513894167
High demand,IDA1,IND,32,-99.78500513894167
High demand,IDA1,IND,33,-96.94393271647057
High demand,IDA1,IND,34,-96.94393271647057
High demand,IDA1,IND,35,-96.75369086242956
High demand,IDA1,IND,36,-96.75369086242956
High demand,IDA1,IND,37,-94.1441663758152
High demand,IDA1,IND,38,-94.1441663758152
High demand,IDA1,IND,39,-91.86967506638459
High demand,IDA1,IND,40,-91.86967506638459
High demand,IDA1,IND,41,-89.81573117577553
High demand,IDA1,IND,42,-89.81573117577553
High demand,IDA1,IND,43,-88.60300230850332
High demand,IDA1,IND,44,-88.60300230850332
High demand,IDA1,IND,45,-87.84504687028978
High demand,IDA1,IND,46,-87.84504687028978
High demand,IDA1,IND,47,-86.91386335803531
High demand,IDA1,IND,48,-86.91386335803531
High demand,IDA1,COM,1,-66.62862753856022
High demand,IDA1,COM,2,-66.85711133285315
High demand,IDA1,COM,3,-59.63909382339715
High demand,IDA1,COM,4,-60.13018684919464
High demand,IDA1,COM,5,-55.01834266727354
High demand,IDA1,COM,6,-55.989637326382145
High demand,IDA1,COM,7,-53.10112752739124
High demand,IDA1,COM,8,-54.85473366333685
High demand,IDA1,COM,9,-55.50391490982807
High demand,IDA1,COM,10,-58.40894589600603
High demand,IDA1,COM,11,-64.33697487732461
High demand,IDA1,COM,12,-68.75006759331121
High demand,IDA1,COM,13,-83.36092175380462
High demand,IDA1,COM,14,-89.5368230388752
High demand,IDA1,COM,15,-100.71684928601046
High demand,IDA1,COM,16,-107.51117534393235
High demand,IDA1,COM,17,-109.10017728675308
High demand,IDA1,COM,18,-114.95267498751845
High demand,IDA1,COM,19,-95.06646824341301
High demand,IDA1,COM,20,-98.6926549374178
High demand,IDA1,COM,21,-84.98397386898077
High demand,IDA1,COM,22,-86.99359945178057
High demand,IDA1,COM,23,-79.32492142988174
High demand,IDA1,COM,24,-80.13039149537954
High demand,IDA1,COM,25,-81.33500160237305
High demand,IDA1,COM,26,-81.01573784718768
High demand,IDA1,COM,27,-85.4141116870499
High demand,IDA1,COM,28,-83.62749556074456
High demand,IDA1,COM,29,-97.47321990146314
High demand,IDA1,COM,30,-93.29010058091282
High demand,IDA1,COM,31,-116.87907877373598
High demand,IDA1,COM,32,-108.69549343421544
High demand,IDA1,COM,33,-126.03390438097652
High demand,IDA1,COM,34,-113.65198415786533
High demand,IDA1,COM,35,-128.82525373277232
High demand,IDA1,COM,36,-113.42613706138874
High demand,IDA1,COM,37,-110.28202377936412
High demand,IDA1,COM,38,-96.48696931156856
High demand,IDA1,COM,39,-86.09371781554773
High demand,IDA1,COM,40,-76.68328734037253
High demand,IDA1,COM,41,-68.05469205402379
High demand,IDA1,COM,42,-63.12488815940622
High demand,IDA1,COM,43,-57.01978543891016
High demand,IDA1,COM,44,-55.72860030953504
High demand,IDA1,COM,45,-50.69987406982945
High demand,IDA1,COM,46,-51.98191573358489
High demand,IDA1,COM,47,-47.342088948211
High demand,IDA1,COM,48,-50.045163865048195
High demand,IDA1,RES,1,-154.3183460739042
High demand,IDA1,RES,2,-154.08986227961128
High demand,IDA1,RES,3,-136.39858283828178
High demand,IDA1,RES,4,-135.90748981248433
High demand,IDA1,RES,5,-122.18393007456982
High demand,IDA1,RES,6,-121.21263541546121
High demand,IDA1,RES,7,-110.92356947045904
High demand,IDA1,RES,8,-109.16996333451343
High demand,IDA1,RES,9,-103.69245536159323
High demand,IDA1,RES,10,-100.78742437541526
High demand,IDA1,RES,11,-100.87100257762704
High demand,IDA1,RES,12,-96.45790986164045
High demand,IDA1,RES,13,-103.3346689625488
High demand,IDA1,RES,14,-97.15876767747818
High demand,IDA1,RES,15,-95.1738175635544
High demand,IDA1,RES,16,-88.3794915056325
High demand,IDA1,RES,17,-78.24689109964464
High demand,IDA1,RES,18,-72.39439339887927
High demand,IDA1,RES,19,-53.07658399671924
High demand,IDA1,RES,20,-49.45039730271445
High demand,IDA1,RES,21,-38.77953359530375
High demand,IDA1,RES,22,-36.76990801250394
High demand,IDA1,RES,23,-31.658644664448833
High demand,IDA1,RES,24,-30.853174598951032
High demand,IDA1,RES,25,-30.943713634922513
High demand,IDA1,RES,26,-31.2629773901079
High demand,IDA1,RES,27,-34.38648469282966
High demand,IDA1,RES,28,-36.173100819135016
High demand,IDA1,RES,29,-46.660572969365084
High demand,IDA1,RES,30,-50.84369228991539
High demand,IDA1,RES,31,-74.40493165732232
High demand,IDA1,RES,32,-82.58851699684287
High demand,IDA1,RES,33,-116.21395818255286
High demand,IDA1,RES,34,-128.59587840566402
High demand,IDA1,RES,35,-179.820571794798
High demand,IDA1,RES,36,-195.21968846618165
High demand,IDA1,RES,37,-232.57643230482068
High demand,IDA1,RES,38,-246.37148677261627
High demand,IDA1,RES,39,-261.5553870280677
High demand,IDA1,RES,40,-270.9658175032429
High demand,IDA1,RES,41,-272.1855062402007
High demand,IDA1,RES,42,-277.11531013481823
High demand,IDA1,RES,43,-265.9215084625865
High demand,IDA1,RES,44,-267.21269359196157
High demand,IDA1,RES,45,-242.3486272098808
High demand,IDA1,RES,46,-241.0665855461253
High demand,IDA1,RES,47,-208.34037887375365
High demand,IDA1,RES,48,-205.63730395691644
High demand,IDA1,PV_C,1,0.0
High demand,IDA1,PV_C,2,0.0
High demand,IDA1,PV_C,3,0.0
High demand,IDA1,PV_C,4,0.0
High demand,IDA1,PV_C,5,0.0
High demand,IDA1,PV_C,6,0.0
High demand,IDA1,PV_C,7,0.0
High demand,IDA1,PV_C,8,0.0
High demand,IDA1,PV_C,9,0.0
High demand,IDA1,PV_C,10,0.0
High demand,IDA1,PV_C,11,0.0
High demand,IDA1,PV_C,12,0.0
High demand,IDA1,PV_C,13,5.99e-05
High demand,IDA1,PV_C,14,5.99e-05
High demand,IDA1,PV_C,15,3.6671179
High demand,IDA1,PV_C,16,3.6671179
High demand,IDA1,PV_C,17,20.081279899999995
High demand,IDA1,PV_C,18,20.081279899999995
High demand,IDA1,PV_C,19,38.907184
High demand,IDA1,PV_C,20,38.907184
High demand,IDA1,PV_C,21,48.06264
High demand,IDA1,PV_C,22,48.06264
High demand,IDA1,PV_C,23,50.6516765
High demand,IDA1,PV_C,24,50.6516765
High demand,IDA1,PV_C,25,48.8441127
High demand,IDA1,PV_C,26,48.8441127
High demand,IDA1,PV_C,27,41.2026067
High demand,IDA1,PV_C,28,41.2026067
High demand,IDA1,PV_C,29,28.6237527
High demand,IDA1,PV_C,30,28.6237527
High demand,IDA1,PV_C,31,14.1360495
High demand,IDA1,PV_C,32,14.1360495
High demand,IDA1,PV_C,33,3.2308899
High demand,IDA1,PV_C,34,3.2308899
High demand,IDA1,PV_C,35,0.0
High demand,IDA1,PV_C,36,0.0
High demand,IDA1,PV_C,37,0.0
High demand,IDA1,PV_C,38,0.0
High demand,IDA1,PV_C,39,0.0
High demand,IDA1,PV_C,40,0.0
High demand,IDA1,PV_C,41,0.0
High demand,IDA1,PV_C,42,0.0
High demand,IDA1,PV_C,43,0.0
High demand,IDA1,PV_C,44,0.0
High demand,IDA1,PV_C,45,0.0
High demand,IDA1,PV_C,46,0.0
High demand,IDA1,PV_C,47,0.0
High demand,IDA1,PV_C,48,0.0
High demand,IDA1,PV_A,1,0.0
High demand,IDA1,PV_A,2,0.0
High demand,IDA1,PV_A,3,0.0
High demand,IDA1,PV_A,4,0.0
High demand,IDA1,PV_A,5,0.0
High demand,IDA1,PV_A,6,0.0
High demand,IDA1,PV_A,7,0.0
High demand,IDA1,PV_A,8,0.0
High demand,IDA1,PV_A,9,0.0
High demand,IDA1,PV_A,10,0.0
High demand,IDA1,PV_A,11,0.0
High demand,IDA1,PV_A,12,0.0
High demand,IDA1,PV_A,13,5.99e-05
High demand,IDA1,PV_A,14,5.99e-05
High demand,IDA1,PV_A,15,3.6671179
High demand,IDA1,PV_A,16,3.6671179
High demand,IDA1,PV_A,17,20.081279899999995
High demand,IDA1,PV_A,18,20.081279899999995
High demand,IDA1,PV_A,19,38.907184
High demand,IDA1,PV_A,20,38.907184
High demand,IDA1,PV_A,21,48.06264
High demand,IDA1,PV_A,22,48.06264
High demand,IDA1,PV_A,23,50.6516765
High demand,IDA1,PV_A,24,50.6516765
High demand,IDA1,PV_A,25,48.8441127
High demand,IDA1,PV_A,26,48.8441127
High demand,IDA1,PV_A,27,41.2026067
High demand,IDA1,PV_A,28,41.2026067
High demand,IDA1,PV_A,29,28.6237527
High demand,IDA1,PV_A,30,28.6237527
High demand,IDA1,PV_A,31,14.1360495
High demand,IDA1,PV_A,32,14.1360495
High demand,IDA1,PV_A,33,3.2308899
High demand,IDA1,PV_A,34,3.2308899
High demand,IDA1,PV_A,35,0.0
High demand,IDA1,PV_A,36,0.0
High demand,IDA1,PV_A,37,0.0
High demand,IDA1,PV_A,38,0.0
High demand,IDA1,PV_A,39,0.0
High demand,IDA1,PV_A,40,0.0
High demand,IDA1,PV_A,41,0.0
High demand,IDA1,PV_A,42,0.0
High demand,IDA1,PV_A,43,0.0
High demand,IDA1,PV_A,44,0.0
High demand,IDA1,PV_A,45,0.0
High demand,IDA1,PV_A,46,0.0
High demand,IDA1,PV_A,47,0.0
High demand,IDA1,PV_A,48,0.0
High demand,IDA1,W_C,1,9.147912995
High demand,IDA1,W_C,2,9.147912995
High demand,IDA1,W_C,3,10.95410768
High demand,IDA1,W_C,4,10.95410768
High demand,IDA1,W_C,5,11.200722729999999
High demand,IDA1,W_C,6,11.200722729999999
High demand,IDA1,W_C,7,10.0348008925
High demand,IDA1,W_C,8,10.0348008925
High demand,IDA1,W_C,9,9.6423008925
High demand,IDA1,W_C,10,9.6423008925
High demand,IDA1,W_C,11,9.04834069
High demand,IDA1,W_C,12,9.04834069
High demand,IDA1,W_C,13,8.107035415
High demand,IDA1,W_C,14,8.107035415
High demand,IDA1,W_C,15,6.6597640025
High demand,IDA1,W_C,16,6.6597640025
High demand,IDA1,W_C,17,5.5135250575
High demand,IDA1,W_C,18,5.5135250575
High demand,IDA1,W_C,19,4.3823377425
High demand,IDA1,W_C,20,4.3823377425
High demand,IDA1,W_C,21,2.78918142
High demand,IDA1,W_C,22,2.78918142
High demand,IDA1,W_C,23,1.45769173775
High demand,IDA1,W_C,24,1.45769173775
High demand,IDA1,W_C,25,1.00382742425
High demand,IDA1,W_C,26,1.00382742425
High demand,IDA1,W_C,27,0.9077286269999999
High demand,IDA1,W_C,28,0.9077286269999999
High demand,IDA1,W_C,29,0.91930678825
High demand,IDA1,W_C,30,0.91930678825
High demand,IDA1,W_C,31,0.9876179985
High demand,IDA1,W_C,32,0.9876179985
High demand,IDA1,W_C,33,1.2168657875
High demand,IDA1,W_C,34,1.2168657875
High demand,IDA1,W_C,35,1.32570058175
High demand,IDA1,W_C,36,1.32570058175
High demand,IDA1,W_C,37,1.21455015525
High demand,IDA1,W_C,38,1.21455015525
High demand,IDA1,W_C,39,0.7815265319999999
High demand,IDA1,W_C,40,0.7815265319999999
High demand,IDA1,W_C,41,0.537227153
High demand,IDA1,W_C,42,0.537227153
High demand,IDA1,W_C,43,0.8903613655
High demand,IDA1,W_C,44,0.8903613655
High demand,IDA1,W_C,45,1.08255899925
High demand,IDA1,W_C,46,1.08255899925
High demand,IDA1,W_C,47,1.25507373925
High demand,IDA1,W_C,48,1.25507373925
High demand,IDA1,W_A,1,9.147912995
High demand,IDA1,W_A,2,9.147912995
High demand,IDA1,W_A,3,10.95410768
High demand,IDA1,W_A,4,10.95410768
High demand,IDA1,W_A,5,11.200722729999999
High demand,IDA1,W_A,6,11.200722729999999
High demand,IDA1,W_A,7,10.0348008925
High demand,IDA1,W_A,8,10.0348008925
High demand,IDA1,W_A,9,9.6423008925
High demand,IDA1,W_A,10,9.6423008925
High demand,IDA1,W_A,11,9.04834069
High demand,IDA1,W_A,12,9.04834069
High demand,IDA1,W_A,13,8.107035415
High demand,IDA1,W_A,14,8.107035415
High demand,IDA1,W_A,15,6.6597640025
High demand,IDA1,W_A,16,6.6597640025
High demand,IDA1,W_A,17,5.5135250575
High demand,IDA1,W_A,18,5.5135250575
High demand,IDA1,W_A,19,4.3823377425
High demand,IDA1,W_A,20,4.3823377425
High demand,IDA1,W_A,21,2.78918142
High demand,IDA1,W_A,22,2.78918142
High demand,IDA1,W_A,23,1.45769173775
High demand,IDA1,W_A,24,1.45769173775
High demand,IDA1,W_A,25,1.00382742425
High demand,IDA1,W_A,26,1.00382742425
High demand,IDA1,W_A,27,0.9077286269999999
High demand,IDA1,W_A,28,0.9077286269999999
High demand,IDA1,W_A,29,0.91930678825
High demand,IDA1,W_A,30,0.91930678825
High demand,IDA1,W_A,31,0.9876179985
High demand,IDA1,W_A,32,0.9876179985
High demand,IDA1,W_A,33,1.2168657875
High demand,IDA1,W_A,34,1.2168657875
High demand,IDA1,W_A,35,1.32570058175
High demand,IDA1,W_A,36,1.32570058175
High demand,IDA1,W_A,37,1.21455015525
High demand,IDA1,W_A,38,1.21455015525
High demand,IDA1,W_A,39,0.7815265319999999
High demand,IDA1,W_A,40,0.7815265319999999
High demand,IDA1,W_A,41,0.537227153
High demand,IDA1,W_A,42,0.537227153
High demand,IDA1,W_A,43,0.8903613655
High demand,IDA1,W_A,44,0.8903613655
High demand,IDA1,W_A,45,1.08255899925
High demand,IDA1,W_A,46,1.08255899925
High demand,IDA1,W_A,47,1.25507373925
High demand,IDA1,W_A,48,1.25507373925
High demand,IDA2,IND,1,-82.80534033799542
High demand,IDA2,IND,2,-82.80534033799542
High demand,IDA2,IND,3,-77.69078297358452
High demand,IDA2,IND,4,-77.69078297358452
High demand,IDA2,IND,5,-76.96365502596122
High demand,IDA2,IND,6,-76.96365502596122
High demand,IDA2,IND,7,-78.85323996395603
High demand,IDA2,IND,8,-78.85323996395603
High demand,IDA2,IND,9,-81.21571593877775
High demand,IDA2,IND,10,-81.21571593877775
High demand,IDA2,IND,11,-83.98323339612999
High demand,IDA2,IND,12,-83.98323339612999
High demand,IDA2,IND,13,-89.2437070625787
High demand,IDA2,IND,14,-89.2437070625787
High demand,IDA2,IND,15,-96.41198908767011
High demand,IDA2,IND,16,-96.41198908767011
High demand,IDA2,IND,17,-101.38166980254542
High demand,IDA2,IND,18,-101.38166980254542
High demand,IDA2,IND,19,-106.54407783974452
High demand,IDA2,IND,20,-106.54407783974452
High demand,IDA2,IND,21,-98.27303917413036
High demand,IDA2,IND,22,-98.27303917413036
High demand,IDA2,IND,23,-91.6317190490958
High demand,IDA2,IND,24,-91.6317190490958
High demand,IDA2,IND,25,-88.62768239687207
High demand,IDA2,IND,26,-88.62768239687207
High demand,IDA2,IND,27,-92.49890375493405
High demand,IDA2,IND,28,-92.49890375493405
High demand,IDA2,IND,29,-96.18297789172257
High demand,IDA2,IND,30,-96.18297789172257
High demand,IDA2,IND,31,-96.23658797405
High demand,IDA2,IND,32,-96.23658797405
High demand,IDA2,IND,33,-94.10578365719668
High demand,IDA2,IND,34,-94.10578365719668
High demand,IDA2,IND,35,-93.96310226666591
High demand,IDA2,IND,36,-93.96310226666591
High demand,IDA2,IND,37,-92.00595890170514
High demand,IDA2,IND,38,-92.00595890170514
High demand,IDA2,IND,39,-90.30009041963217
High demand,IDA2,IND,40,-90.30009041963217
High demand,IDA2,IND,41,-88.7596325016754
High demand,IDA2,IND,42,-88.7596325016754
High demand,IDA2,IND,43,-87.85008585122124
High demand,IDA2,IND,44,-87.85008585122124
High demand,IDA2,IND,45,-87.28161927256107
High demand,IDA2,IND,46,-87.28161927256107
High demand,IDA2,IND,47,-86.58323163837024
High demand,IDA2,IND,48,-86.58323163837024
High demand,IDA2,COM,1,-67.3843458157705
High demand,IDA2,COM,2,-67.61542112944139
High demand,IDA2,COM,3,-61.731637656075115
High demand,IDA2,COM,4,-62.239961555390686
High demand,IDA2,COM,5,-57.15401135212033
High demand,IDA2,COM,6,-58.16300913870701
High demand,IDA2,COM,7,-54.657989397481906
High demand,IDA2,COM,8,-56.46300917858605
High demand,IDA2,COM,9,-56.518929412089044
High demand,IDA2,COM,10,-59.477085454135185
High demand,IDA2,COM,11,-64.75025213073857
High demand,IDA2,COM,12,-69.19169294422592
High demand,IDA2,COM,13,-82.23902234711805
High demand,IDA2,COM,14,-88.33180626926001
High demand,IDA2,COM,15,-97.08479464781131
High demand,IDA2,COM,16,-103.63410347527919
High demand,IDA2,COM,17,-103.71556378869288
High demand,IDA2,COM,18,-109.27921284685634
High demand,IDA2,COM,19,-89.21799203904682
High demand,IDA2,COM,20,-92.62109622052809
High demand,IDA2,COM,21,-81.47913284233177
High demand,IDA2,COM,22,-83.40587905540876
High demand,IDA2,COM,23,-77.61935981517044
High demand,IDA2,COM,24,-78.40751150454194
High demand,IDA2,COM,25,-80.41665504056262
High demand,IDA2,COM,26,-80.10099606519047
High demand,IDA2,COM,27,-83.33958690919327
High demand,IDA2,COM,28,-81.5963638399523
High demand,IDA2,COM,29,-94.02199503101163
High demand,IDA2,COM,30,-89.98698701169609
High demand,IDA2,COM,31,-112.7227856637645
High demand,IDA2,COM,32,-104.8302137350132
High demand,IDA2,COM,33,-122.34411176443754
High demand,IDA2,COM,34,-110.32468699873682
High demand,IDA2,COM,35,-125.1096509406867
High demand,IDA2,COM,36,-110.1546785596651
High demand,IDA2,COM,37,-107.77729240213037
High demand,IDA2,COM,38,-94.29555196858998
High demand,IDA2,COM,39,-84.62281484819236
High demand,IDA2,COM,40,-75.37316068122216
High demand,IDA2,COM,41,-67.25447065512554
High demand,IDA2,COM,42,-62.38263388150697
High demand,IDA2,COM,43,-56.53525180315176
High demand,IDA2,COM,44,-55.255038700773184
High demand,IDA2,COM,45,-50.37469115661988
High demand,IDA2,COM,46,-51.64850995886482
High demand,IDA2,COM,47,-47.161993441272095
High demand,IDA2,COM,48,-49.85478550709327
High demand,IDA2,RES,1,-156.06866270123405
High demand,IDA2,RES,2,-155.83758738756316
High demand,IDA2,RES,3,-141.18437006284032
High demand,IDA2,RES,4,-140.67604616352477
High demand,IDA2,RES,5,-126.92679182941843
High demand,IDA2,RES,6,-125.91779404283174
High demand,IDA2,RES,7,-114.17571653106205
High demand,IDA2,RES,8,-112.37069674995793
High demand,IDA2,RES,9,-105.58870621413318
High demand,IDA2,RES,10,-102.630550172087
High demand,IDA2,RES,11,-101.5189610956314
High demand,IDA2,RES,12,-97.07752028214408
High demand,IDA2,RES,13,-101.94395612780325
High demand,IDA2,RES,14,-95.85117220566126
High demand,IDA2,RES,15,-91.74165593451858
High demand,IDA2,RES,16,-85.19234710705071
High demand,IDA2,RES,17,-74.38503425876166
High demand,IDA2,RES,18,-68.82138520059821
High demand,IDA2,RES,19,-49.81131976370863
High demand,IDA2,RES,20,-46.40821558222735
High demand,IDA2,RES,21,-37.180219111037864
High demand,IDA2,RES,22,-35.25347289796086
High demand,IDA2,RES,23,-30.977953550733737
High demand,IDA2,RES,24,-30.189801861362234
High demand,IDA2,RES,25,-30.594330805065304
High demand,IDA2,RES,26,-30.90998978043746
High demand,IDA2,RES,27,-33.551311053372636
High demand,IDA2,RES,28,-35.29453412261361
High demand,IDA2,RES,29,-45.0084665747658
High demand,IDA2,RES,30,-49.04347459408133
High demand,IDA2,RES,31,-71.75904577218547
High demand,IDA2,RES,32,-79.65161770093677
High demand,IDA2,RES,33,-112.81165618336576
High demand,IDA2,RES,34,-124.83108094906643
High demand,IDA2,RES,35,-174.6341522126473
High demand,IDA2,RES,36,-189.58912459366894
High demand,IDA2,RES,37,-227.29414360866448
High demand,IDA2,RES,38,-240.7758840422049
High demand,IDA2,RES,39,-257.0867381571754
High demand,IDA2,RES,40,-266.3363923241456
High demand,IDA2,RES,41,-268.9850117556991
High demand,IDA2,RES,42,-273.8568485293176
High demand,IDA2,RES,43,-263.66180309312693
High demand,IDA2,RES,44,-264.9420161955055
High demand,IDA2,RES,45,-240.79423217331905
High demand,IDA2,RES,46,-239.52041337107406
High demand,IDA2,RES,47,-207.54782478535765
High demand,IDA2,RES,48,-204.85503271953647
High demand,IDA2,PV_C,1,0.0
High demand,IDA2,PV_C,2,0.0
High demand,IDA2,PV_C,3,0.0
High demand,IDA2,PV_C,4,0.0
High demand,IDA2,PV_C,5,0.0
High demand,IDA2,PV_C,6,0.0
High demand,IDA2,PV_C,7,0.0
High demand,IDA2,PV_C,8,0.0
High demand,IDA2,PV_C,9,0.0
High demand,IDA2,PV_C,10,0.0
High demand,IDA2,PV_C,11,0.0
High demand,IDA2,PV_C,12,0.0
High demand,IDA2,PV_C,13,5.99e-05
High demand,IDA2,PV_C,14,5.99e-05
High demand,IDA2,PV_C,15,3.889259925
High demand,IDA2,PV_C,16,3.889259925
High demand,IDA2,PV_C,17,20.584921625
High demand,IDA2,PV_C,18,20.584921625
High demand,IDA2,PV_C,19,39.50985
High demand,IDA2,PV_C,20,39.50985
High demand,IDA2,PV_C,21,48.8943661
High demand,IDA2,PV_C,22,48.8943661
High demand,IDA2,PV_C,23,51.8237808
High demand,IDA2,PV_C,24,51.8237808
High demand,IDA2,PV_C,25,50.300801375
High demand,IDA2,PV_C,26,50.300801375
High demand,IDA2,PV_C,27,43.39855587499999
High demand,IDA2,PV_C,28,43.39855587499999
High demand,IDA2,PV_C,29,31.3441577
High demand,IDA2,PV_C,30,31.3441577
High demand,IDA2,PV_C,31,16.236538250000002
High demand,IDA2,PV_C,32,16.236538250000002
High demand,IDA2,PV_C,33,3.9267552500000003
High demand,IDA2,PV_C,34,3.9267552500000003
High demand,IDA2,PV_C,35,0.0
High demand,IDA2,PV_C,36,0.0
High demand,IDA2,PV_C,37,0.0
High demand,IDA2,PV_C,38,0.0
High demand,IDA2,PV_C,39,0.0
High demand,IDA2,PV_C,40,0.0
High demand,IDA2,PV_C,41,0.0
High demand,IDA2,PV_C,42,0.0
High demand,IDA2,PV_C,43,0.0
High demand,IDA2,PV_C,44,0.0
High demand,IDA2,PV_C,45,0.0
High demand,IDA2,PV_C,46,0.0
High demand,IDA2,PV_C,47,0.0
High demand,IDA2,PV_C,48,0.0
High demand,IDA2,PV_A,1,0.0
High demand,IDA2,PV_A,2,0.0
High demand,IDA2,PV_A,3,0.0
High demand,IDA2,PV_A,4,0.0
High demand,IDA2,PV_A,5,0.0
High demand,IDA2,PV_A,6,0.0
High demand,IDA2,PV_A,7,0.0
High demand,IDA2,PV_A,8,0.0
High demand,IDA2,PV_A,9,0.0
High demand,IDA2,PV_A,10,0.0
High demand,IDA2,PV_A,11,0.0
High demand,IDA2,PV_A,12,0.0
High demand,IDA2,PV_A,13,5.99e-05
High demand,IDA2,PV_A,14,5.99e-05
High demand,IDA2,PV_A,15,3.889259925
High demand,IDA2,PV_A,16,3.889259925
High demand,IDA2,PV_A,17,20.584921625
High demand,IDA2,PV_A,18,20.584921625
High demand,IDA2,PV_A,19,39.50985
High demand,IDA2,PV_A,20,39.50985
High demand,IDA2,PV_A,21,48.8943661
High demand,IDA2,PV_A,22,48.8943661
High demand,IDA2,PV_A,23,51.8237808
High demand,IDA2,PV_A,24,51.8237808
High demand,IDA2,PV_A,25,50.300801375
High demand,IDA2,PV_A,26,50.300801375
High demand,IDA2,PV_A,27,43.39855587499999
High demand,IDA2,PV_A,28,43.39855587499999
High demand,IDA2,PV_A,29,31.3441577
High demand,IDA2,PV_A,30,31.3441577
High demand,IDA2,PV_A,31,16.236538250000002
High demand,IDA2,PV_A,32,16.236538250000002
High demand,IDA2,PV_A,33,3.9267552500000003
High demand,IDA2,PV_A,34,3.9267552500000003
High demand,IDA2,PV_A,35,0.0
High demand,IDA2,PV_A,36,0.0
High demand,IDA2,PV_A,37,0.0
High demand,IDA2,PV_A,38,0.0
High demand,IDA2,PV_A,39,0.0
High demand,IDA2,PV_A,40,0.0
High demand,IDA2,PV_A,41,0.0
High demand,IDA2,PV_A,42,0.0
High demand,IDA2,PV_A,43,0.0
High demand,IDA2,PV_A,44,0.0
High demand,IDA2,PV_A,45,0.0
High demand,IDA2,PV_A,46,0.0
High demand,IDA2,PV_A,47,0.0
High demand,IDA2,PV_A,48,0.0
High demand,IDA2,W_C,1,7.229120588000001
High demand,IDA2,W_C,2,7.229120588000001
High demand,IDA2,W_C,3,8.5999760373125
High demand,IDA2,W_C,4,8.5999760373125
High demand,IDA2,W_C,5,8.9342957325
High demand,IDA2,W_C,6,8.9342957325
High demand,IDA2,W_C,7,8.24742072375
High demand,IDA2,W_C,8,8.24742072375
High demand,IDA2,W_C,9,7.755637907500001
High demand,IDA2,W_C,10,7.755637907500001
High demand,IDA2,W_C,11,7.150967910875
High demand,IDA2,W_C,12,7.150967910875
High demand,IDA2,W_C,13,6.465250746625
High demand,IDA2,W_C,14,6.465250746625
High demand,IDA2,W_C,15,5.2764620146875005
High demand,IDA2,W_C,16,5.2764620146875005
High demand,IDA2,W_C,17,4.3276308858125
High demand,IDA2,W_C,18,4.3276308858125
High demand,IDA2,W_C,19,3.4636098720625
High demand,IDA2,W_C,20,3.4636098720625
High demand,IDA2,W_C,21,2.189142698
High demand,IDA2,W_C,22,2.189142698
High demand,IDA2,W_C,23,1.144791660125
High demand,IDA2,W_C,24,1.144791660125
High demand,IDA2,W_C,25,0.8107614235
High demand,IDA2,W_C,26,0.8107614235
High demand,IDA2,W_C,27,0.720451706875
High demand,IDA2,W_C,28,0.720451706875
High demand,IDA2,W_C,29,0.7366611424375
High demand,IDA2,W_C,30,0.7366611424375
High demand,IDA2,W_C,31,0.8382595908125
High demand,IDA2,W_C,32,0.8382595908125
High demand,IDA2,W_C,33,1.1777894589375
High demand,IDA2,W_C,34,1.1777894589375
High demand,IDA2,W_C,35,1.3181747769375
High demand,IDA2,W_C,36,1.3181747769375
High demand,IDA2,W_C,37,1.1323451416874997
High demand,IDA2,W_C,38,1.1323451416874997
High demand,IDA2,W_C,39,0.7308720421875
High demand,IDA2,W_C,40,0.7308720421875
High demand,IDA2,W_C,41,0.5079922713125
High demand,IDA2,W_C,42,0.5079922713125
High demand,IDA2,W_C,43,0.805840709875
High demand,IDA2,W_C,44,0.805840709875
High demand,IDA2,W_C,45,0.9650405644375
High demand,IDA2,W_C,46,0.9650405644375
High demand,IDA2,W_C,47,1.0903742531875003
