scenario,stage,period,price,buy_volume_mwh,DKL_ICE_H,VAS_ST_H,VAS_CCGT_D,DKL_ST_H,VAS_GT_D,IND,COM,RESI,PV_C,PV_A,W_C,W_A
High demand,IDA1,28,137.83,38.41647538486733,36.09291635885902,67.29409759098134,14.173637142973586,11.59661220788748,1.2240868441659007,-94.80142612823634,-83.62749551497589,-36.17310079933776,41.2026067,41.2026067,0.9077286258413337,0.9077286258413336
High demand,IDA1,29,143.264,56.29875298319171,52.5,89.43980342617601,22.483787380771965,18.395826038813425,1.9417816374303063,-99.7135247975198,-97.4732196750158,-46.66057286096441,28.6237527,28.6237527,0.9193067861541464,0.9193067861541464
High demand,IDA1,30,143.264,56.29875319214891,52.5,89.43980342813875,22.48378738444448,18.39582604181821,1.9417816377474777,-99.71352487930339,-93.29010044069878,-50.84369221349785,28.6237527,28.6237527,0.9193067861755415,0.9193067861755415
High demand,IDA1,31,143.264,58.20629346125196,52.5,156.69358992144944,27.10782744333306,22.179131544545232,2.3411305519242194,-99.7850050146428,-116.87907862814359,-74.40493156463857,14.1360495,14.1360495,0.9876179980865201,0.9876179980865201
High demand,IDA1,32,143.264,58.206294461251964,52.5,156.69358992144944,27.10782744333306,22.179131544545232,2.3411305519242194,-99.7850053574653,-108.69549367225252,-82.58851717770713,14.1360495,14.1360495,0.9876179980865201,0.9876179980865201
High demand,IDA1,33,171.787,45.28789982956207,52.5,195.0,59.31628717632342,21.23818973659778,2.241808916640877,-96.94393270540264,-126.03390436658744,-116.2139581692849,3.2308899,3.2308899,1.2168657858564629,1.2168657858564629
High demand,IDA1,34,171.787,45.28789482956208,52.5,195.0,59.31628478664558,21.238187375502353,2.2418086674141375,-96.94393270540264,-113.65198414488988,-128.59587839098245,3.2308899,3.2308899,1.2168657858564629,1.2168657858564629
High demand,IDA1,35,171.787,46.770450000000004,52.5,195.0,125.30779325691289,27.081706199777287,2.8586245433098245,-96.75369080604557,-128.82525365769837,-179.82057169000612,0.0,0.0,1.3257005813749998,1.325700581375
High demand,IDA1,36,171.787,46.770451,52.5,195.0,125.30779325691289,27.081706199777287,2.8586245433098245,-96.75369104470812,-113.42613727507725,-195.21968883396465,0.0,0.0,1.3257005813749998,1.325700581375
High demand,IDA1,37,171.787,39.700912599999995,52.5,195.0,158.4001716668449,25.935696482250854,2.7376568509042567,-94.14416620577505,-110.2820235801763,-232.57643188474864,0.0,0.0,1.21455015535,1.21455015535
High demand,IDA1,38,171.787,39.7009137,52.5,195.0,158.4001716668449,25.935696482250854,2.7376568509042567,-94.14416644274978,-96.48696938016882,-246.37148694778136,0.0,0.0,1.21455015535,1.21455015535
High demand,IDA1,39,171.787,30.036546900000005,52.5,195.0,167.61611311279356,20.658948139181696,2.1806667480247346,-91.8696750644877,-86.09371781377011,-261.5553870226672,0.0,0.0,0.7815265304625,0.7815265304625
High demand,IDA1,40,171.787,30.0365416,52.5,195.0,167.61611196675986,20.658944653182015,2.180666380058102,-91.8696750017807,-76.6832872864479,-270.9658173126964,0.0,0.0,0.7815265304625,0.7815265304625
High demand,IDA1,41,171.787,20.2272583,52.5,195.0,166.03099539421058,13.975308186141174,1.475171419648235,-89.81573121094007,-68.05469208066849,-272.1855063467665,0.0,0.0,0.5372271541875,0.5372271541875
High demand,IDA1,42,171.787,20.2272635,52.5,195.0,166.03099653031154,13.975311681125234,1.475171788563219,-89.81573125270941,-63.1248882134774,-277.11531037218816,0.0,0.0,0.5372271541875,0.5372271541875
High demand,IDA1,43,171.787,13.9886211,52.5,195.0,152.45357595587225,8.87336416051756,0.9366328836101869,-88.60300231067778,-57.01978544030952,-265.9215084691126,0.0,0.0,0.89036136505,0.89036136505
High demand,IDA1,44,171.787,13.988618,52.5,195.0,152.45357516658314,8.873362160879593,0.9366326725372902,-88.60300228914839,-55.728600297361375,-267.21269353359014,0.0,0.0,0.89036136505,0.89036136505
High demand,IDA1,45,171.787,9.7720215,52.5,195.0,125.3028642244459,5.359807334672056,0.5657574408820505,-87.84504687766989,-50.69987407408889,-242.3486272302412,0.0,0.0,1.0825590010000001,1.082559001
High demand,IDA1,46,171.787,9.7720205,52.5,195.0,125.3028638953754,5.359806727801156,0.5657573768234554,-87.8450468776699,-51.98191573795205,-241.06658556637805,0.0,0.0,1.0825590010000001,1.082559001
High demand,IDA1,47,171.787,5.2131301,52.5,195.0,90.23926306697636,2.122846853991228,0.2240782790324074,-86.91386335207358,-47.34208894496363,-208.34037885946282,0.0,0.0,1.25507374325,1.25507374325
High demand,IDA1,48,171.787,5.2131272,52.5,195.0,90.239261874373,2.1228452191601024,0.22407810646689968,-86.91386337744274,-50.04516387622302,-205.63730400283418,0.0,0.0,1.2550737382500001,1.2550737382500001
High demand,IDA2,1,171.787,7.272285141493006,52.5,195.0,40.511388483347375,3.4269808144030858,0.36173686374254793,-82.8053403251506,-67.38434580531779,-156.06866267702458,0.0,0.0,7.229120588000001,7.229120588000001
High demand,IDA2,2,171.787,7.272285161493014,52.5,195.0,40.51138848334738,3.4269808144030884,0.36173686374254826,-82.80534033055815,-67.61542112336842,-155.8375873735664,0.0,0.0,7.229120588000001,7.229120588000001
High demand,IDA2,3,171.787,14.220111843002467,52.5,195.0,9.125839459376333,6.1335699047874614,0.6474323788386765,-77.69078299992219,-61.73163767700254,-141.18437011070273,0.0,0.0,8.5999760373125,8.5999760373125
High demand,IDA2,4,171.787,14.220111876112384,52.5,195.0,9.125832642755785,6.133569859317534,0.6474323740390732,-77.69078298140252,-62.23996156165388,-140.67604617768097,0.0,0.0,8.5999760373125,8.5999760373125
High demand,IDA2,5,0.0,0.0,52.5,195.0,0.0,0.0,0.0,-77.83406294890241,-57.80038534059718,-128.36224972080268,0.0,0.0,8.248347218833644,8.248347211468623
High demand,IDA2,6,0.0,0.0,52.5,195.0,0.0,0.0,0.0,-77.83406266845336,-58.82079400929326,-127.34184037490351,0.0,0.0,8.248347290007587,8.24834728264257
High demand,IDA2,7,0.0,0.0,52.5,195.0,1.7763568394002505e-15,0.0,0.0,-82.29902936984882,-57.0464761722626,-119.16505463045985,0.0,0.0,5.505280273460398,5.505280269110889
High demand,IDA2,8,0.0,0.0,52.5,195.0,1.7763568394002505e-15,0.0,0.0,-82.2990296886488,-58.930373324469436,-117.28115816895541,0.0,0.0,5.505280178211578,5.505280173862069
High demand,IDA2,9,0.0,0.0,52.5,195.0,0.0,0.0,0.0,-84.74207661366756,-58.97296342302267,-110.17333439216566,0.0,0.0,3.1941891975233725,3.194189221332489
High demand,IDA2,10,0.0,0.0,52.5,195.0,0.0,0.0,0.0,-84.74207692235768,-62.05956189247633,-107.08673654656988,0.0,0.0,3.1941891637973936,3.19418918760651
High demand,IDA2,11,0.0,0.0,52.5,195.0,0.0,0.0,0.0,-85.13139790222154,-65.63547574049464,-102.90686273741687,0.0,0.0,3.0868688698959055,3.0868688802371875
High demand,IDA2,12,0.0,0.0,52.5,195.0,0.0,0.0,0.0,-85.1313984687894,-70.13763753425663,-98.40470207515558,0.0,0.0,3.086868718930168,3.0868687292714503
High demand,IDA2,13,156.19,3.730069168,52.5,195.0,12.570047971862861,0.42601686042555326,-2.884138344816378e-10,-89.24370706634849,-82.23902235059197,-101.94395613210953,5.9899999605492635e-05,5.989999868497546e-05,6.465250719525855,6.465250719525855
High demand,IDA2,14,156.19,3.730069168,52.5,195.0,12.570047971862861,0.42601686042555326,-2.884138344816378e-10,-89.24370703370951,-88.33180624068582,-95.85117217465465,5.9899999605492635e-05,5.989999868497546e-05,6.465250719525855,6.465250719525855
High demand,IDA2,15,143.264,35.71822828370708,52.5,190.13088203402012,12.746405941158887,10.428877770039092,1.1008259812819041,-96.41198907659674,-97.08479463666066,-91.74165592398161,3.8892599256819906,3.8892599256819906,5.2764620146875005,5.2764620146875005
High demand,IDA2,16,143.264,35.71822828370708,52.5,190.1308820207398,12.746405423072188,10.428877346149974,1.1008259365380528,-96.41198907335178,-103.63410345988828,-85.19234709439863,3.8892599258818428,3.8892599258818428,5.2764620146875005,5.2764620146875005
High demand,IDA2,17,143.264,48.629768575196096,52.5,148.02683307467817,15.295161517204798,12.51422369589483,1.320945840122232,-101.38166982952038,-103.71556381628882,-74.38503427855353,20.584921622418854,20.584921622418854,4.3276308858125,4.3276308858125
High demand,IDA2,18,143.264,48.629768575196096,52.5,148.02683307467817,15.295161517204798,12.51422369589483,1.320945840122232,-101.38166982952036,-109.27921287593261,-68.82138521890974,20.584921622418854,20.584921622418854,4.3276308858125,4.3276308858125
High demand,IDA2,19,143.264,48.687519670658915,52.5,83.35877246569214,12.479457584238013,10.210465478012921,1.077771350456919,-106.54407781553644,-89.21799201877543,-49.81131975239091,39.509850002088896,39.509850002088896,3.4636098720625,3.4636098720625
High demand,IDA2,20,143.264,48.68751967065891,52.5,83.35877319374995,12.479458777143218,10.21046645402627,1.07777145348055,-106.54407785590008,-92.62109623457248,-46.40821558926435,39.509849998605944,39.509849998605944,3.4636098720625,3.4636098720625
High demand,IDA2,21,137.83,29.449071062578422,29.421872349578738,72.03757909066805,6.986401790820304,5.716146647034793,0.6033710682981174,-98.27303918370377,-81.47913285026917,-37.18021911465983,48.89436609811639,48.89436609811639,2.189142698,2.189142698
High demand,IDA2,22,137.83,29.449071062578422,29.421872437749744,72.03757956045142,6.986402547980306,5.716147266529341,0.6033711336892084,-98.27303914525633,-83.40587903090292,-35.25347288760289,48.89436610568109,48.89436610568109,2.189142698,2.189142698
High demand,IDA2,23,137.83,17.988861074964504,19.558112456216772,66.75556808107655,4.189034493310187,3.4273919036174245,0.3617802526040615,-91.63171903837006,-77.61935980608489,-30.977953547107685,51.82378080624382,51.82378080624382,1.144791660125,1.144791660125
High demand,IDA2,24,137.83,17.988861704964506,19.5581125155881,66.75556831221212,4.189034565836394,3.427391908411594,0.3617802547767794,-91.63171905628363,-78.40751151069243,-30.1898018637304,51.82378079581572,51.82378079581572,1.144791660125,1.144791660125
High demand,IDA2,25,137.83,14.193507922878156,25.849124273788195,65.10355161715005,3.3933906554799234,2.7764105544835735,0.2930655629732661,-88.62768238174363,-80.41665502683576,-30.59433079984295,50.30080139677366,50.30080139677366,0.8107614235,0.8107614235
High demand,IDA2,26,137.83,14.193507922878156,25.849124273788195,65.10355161715005,3.3933906554799234,2.7764105544835735,0.2930655629732661,-88.62768238174361,-80.10099605151748,-30.909989775161225,50.300801396773664,50.300801396773664,0.8107614235,0.8107614235
High demand,IDA2,27,137.83,27.368889637932664,36.63657974094299,71.52574681849411,6.820240656180996,5.580196991420812,0.5890208157610859,-92.49890373936273,-83.33958689516383,-33.55131104772459,43.398555889850584,43.398555889850584,0.720451706875,0.720451706875
High demand,IDA2,28,137.83,27.368889637932668,36.63657974583954,71.52574685660684,6.820240717608101,5.580197041679353,0.5890208210661543,-92.498903729773,-81.59636381775691,-35.294534113012986,43.39855589899645,43.39855589899645,0.720451706875,0.720451706875
High demand,IDA2,29,143.264,43.18668588743329,52.5,95.8189205996368,11.936119342762309,9.76591555316916,1.0308466750567449,-96.18297790075295,-94.02199503983911,-45.00846657899153,31.344157693041794,31.344157693041794,0.7366611424375,0.7366611424375
High demand,IDA2,30,143.264,43.18668588747608,52.5,95.81892060160891,11.936119346452367,9.765915556188299,1.0308466753754313,-96.18297790075296,-89.98698702014474,-49.043474598685904,31.344157693041787,31.344157693041787,0.7366611424375,0.7366611424375
High demand,IDA2,31,143.264,51.92680641454804,52.5,160.22276789939522,17.771198686895108,14.540070834732362,1.534785254777305,-96.23658794903697,-112.72278563446652,-71.75904575353445,16.236538264806484,16.236538264806484,0.8382595908125,0.8382595908125
High demand,IDA2,32,143.264,51.92680641454804,52.5,160.22276780496964,17.771198211414507,14.540070445702776,1.5347852137130713,-96.23658797342208,-104.8302137343292,-79.65161770041706,16.2365382503717,16.2365382503717,0.8382595908125,0.8382595908125
High demand,IDA2,33,156.19,11.321974354,52.5,195.0,59.31628717632342,12.23617693659778,1.6640876676632388e-08,-94.10578366628995,-122.34411177625944,-112.81165619426655,3.926755247770485,3.926755247770485,1.1777894588564628,1.1777894588564628
High demand,IDA2,34,156.19,11.321974354,52.5,195.0,59.31628478664558,12.236174375502353,-3.258586245280526e-08,-94.10578369135759,-110.32468703878527,-124.83108099438078,3.926755241624334,3.926755241624334,1.1777894588564628,1.1777894588564628
High demand,IDA2,35,156.19,11.692610708875,52.5,195.0,125.30779325693982,18.26277159982077,4.331441516569612e-08,-93.96310227472081,-125.10965095141161,-174.63415222761765,0.0,0.0,1.3181747769375,1.3181747769375
High demand,IDA2,36,156.19,11.692611708874999,52.5,195.0,125.30779325693982,18.26277059982077,4.331441516569612e-08,-93.9631022747208,-110.15467856910799,-189.58912460992124,0.0,0.0,1.3181747769375,1.3181747769375
High demand,IDA2,37,156.19,9.925226828,52.5,195.0,158.4001716668449,18.912536582250855,-4.9095743470672915e-08,-92.00595889270011,-107.77729239158172,-227.2941435864182,0.0,0.0,1.13234514135,1.13234514135
High demand,IDA2,38,156.19,9.925227928000002,52.5,195.0,158.4001716668449,18.912535482250853,-4.9095743470672915e-08,-92.00595891424325,-94.2955519814401,-240.77588407501662,0.0,0.0,1.13234514135,1.13234514135
High demand,IDA2,39,156.19,7.50913647655,52.5,195.0,167.6161131129196,15.431787339565155,4.806521092248772e-08,-90.30009041459996,-84.62281484347653,-257.08673814284856,0.0,0.0,0.7308720421875,0.7308720421875
High demand,IDA2,40,156.19,7.509136176549999,52.5,195.0,167.6161119668859,15.431783853565474,-1.9901421399737274e-08,-90.30009041459995,-75.37316067702179,-266.3363923093033,0.0,0.0,0.7308720421875,0.7308720421875
High demand,IDA2,41,156.19,5.056814666,52.5,195.0,166.03099539421058,10.452134686141173,1.964823526101611e-08,-88.75963250081391,-67.25447065447278,-268.9850117530884,0.0,0.0,0.5079922711875,0.5079922711875
High demand,IDA2,42,156.19,5.056814966,52.5,195.0,166.03099653031154,10.452138281125233,-1.1436781299778431e-08,-88.75963250081391,-62.382633880901494,-273.8568485266596,0.0,0.0,0.5079922711875,0.5079922711875
High demand,IDA2,43,156.19,3.49715549035,52.5,195.0,152.45357595596434,6.481882860750852,3.6348121179585746e-09,-87.85008584532218,-56.535251799355464,-263.66180307542226,0.0,0.0,0.805840709875,0.805840709875
High demand,IDA2,44,156.19,3.4971553803499997,52.5,195.0,152.45357516667522,6.481880761112883,2.5619154575551306e-09,-87.85008585823981,-55.25503870518766,-264.9420162166724,0.0,0.0,0.805840709875,0.805840709875
High demand,IDA2,45,156.19,2.44300562,52.5,195.0,125.3028642244459,3.717596034672056,8.820505437157067e-10,-87.28161926091431,-50.374691149897934,-240.79423214118773,0.0,0.0,0.965040561,0.965040561
High demand,IDA2,46,156.19,2.44300556,52.5,195.0,125.3028638953754,3.717595427801156,-3.1765445829279315e-09,-87.28161927013949,-51.648509957431855,-239.52041336442866,0.0,0.0,0.965040561,0.965040561
High demand,IDA2,47,156.19,1.3032812901249997,52.5,195.0,90.23926306702606,1.3730428240593457,-9.60402368743729e-10,-86.5832316412877,-47.161993442861245,-207.54782479235107,0.0,0.0,1.0903742531875003,1.0903742531875003
High demand,IDA2,48,156.19,1.3032814,52.5,195.0,90.239261874373,1.3730409091601024,-3.5331003123140192e-09,-86.58323163875076,-49.85478550731238,-204.8550327204368,0.0,0.0,1.09037424825,1.09037424825
High demand,IDA3,1,171.787,7.634022053999999,52.5,195.0,44.16823502670662,7.024425963726382,0.37973032506000703,-83.7340057312963,-68.1400641034304,-157.81897935276626,0.0,0.0,5.310328181000001,5.310328181000001
High demand,IDA3,2,171.787,7.6340219639999995,52.5,195.0,44.168235026706625,7.024425963726385,0.37973032506000726,-83.73400571236989,-68.37373092106056,-157.5853124840625,0.0,0.0,5.310328181000001,5.310328181000001
High demand,IDA3,3,171.787,14.867544465375,52.5,195.0,16.90364678817283,12.54639730269767,0.6769095575069762,-80.32430080957548,-63.82418148933112,-145.97015728872086,0.0,0.0,6.245844394624999,6.245844394624999
High demand,IDA3,4,171.787,14.867544455375,52.5,195.0,16.903640090475307,12.546397149659175,0.676909551352913,-80.32430079105582,-64.34973624733297,-145.44460248234859,0.0,0.0,6.245844394624999,6.245844394624999
High demand,IDA3,5,171.787,9.963141460302266,52.5,195.0,5.2312437261730285,4.280108503232478,0.45178923089676154,-79.83954885712227,-59.289680046885756,-131.66965360629425,0.0,0.0,6.667868735,6.667868735
High demand,IDA3,6,171.787,9.963142502650157,52.5,195.0,5.231244273467863,4.280108951019161,0.45178927816313363,-79.8395488401247,-60.33638094828023,-130.6229526642452,0.0,0.0,6.667868735,6.667868735
High demand,IDA3,7,0.0,0.0,52.5,195.0,1.7763568394002505e-15,0.0,0.0,-82.29902936984882,-57.0464761722626,-119.16505463045985,0.0,0.0,5.505280273460398,5.505280269110889
High demand,IDA3,8,0.0,0.0,52.5,195.0,1.7763568394002505e-15,0.0,0.0,-82.2990296886488,-58.930373324469436,-117.28115816895541,0.0,0.0,5.505280178211578,5.505280173862069
High demand,IDA3,9,0.0,0.0,52.5,195.0,0.0,0.0,0.0,-84.74207661366756,-58.97296342302267,-110.17333439216566,0.0,0.0,3.1941891975233725,3.194189221332489
High demand,IDA3,10,0.0,0.0,52.5,195.0,0.0,0.0,0.0,-84.74207692235768,-62.05956189247633,-107.08673654656988,0.0,0.0,3.1941891637973936,3.19418918760651
High demand,IDA3,11,0.0,0.0,52.5,195.0,0.0,0.0,0.0,-85.13139790222154,-65.63547574049464,-102.90686273741687,0.0,0.0,3.0868688698959055,3.0868688802371875
High demand,IDA3,12,0.0,0.0,52.5,195.0,0.0,0.0,0.0,-85.1313984687894,-70.13763753425663,-98.40470207515558,0.0,0.0,3.086868718930168,3.0868687292714503
High demand,IDA3,13,156.17,3.7300691135517083,52.5,195.0,12.549565043039046,3.693785710634501e-08,3.5748059984946578e-09,-88.02625020609656,-81.11712294465734,-100.55324329829608,5.9899999605492635e-05,5.989999868497546e-05,4.823466078250001,4.823466078250001
High demand,IDA3,14,156.17,3.730069013551708,52.5,195.0,12.549565143039045,3.693785710634501e-08,3.5748059984946578e-09,-88.02625023873556,-87.12678953648924,-94.54357677382518,5.9899999605492635e-05,5.989999868497546e-05,4.823466078250001,4.823466078250001
High demand,IDA3,15,143.264,27.042713975625002,52.5,190.32495961310582,8.260895666582705,6.758914447229696,0.7134409752067948,-92.80510489979126,-93.45274002460225,-88.30949431964788,4.111401949083183,4.111401949083183,3.893160026875,3.893160026875
High demand,IDA3,16,143.264,27.042711875625,52.5,190.32495958768394,8.260895629811378,6.7589145989622414,0.7134409856674526,-92.80510486409683,-99.75703158425907,-82.00520269008219,4.111401951281543,4.111401951281543,3.893160026875,3.893160026875
High demand,IDA3,17,143.264,31.502120143375,52.5,149.74567178941064,7.490544109113377,6.128627065988803,0.6469107067621963,-96.11822534436747,-98.3309502731174,-70.5231774053167,21.088563351638264,21.088563351638264,3.141736714125,3.141736714125
High demand,IDA3,18,143.264,31.502120143375,52.5,149.74567178941064,7.490544109113377,6.128627065988803,0.6469107067621963,-96.11822534436746,-103.60575068773935,-65.24837699069472,21.088563351638268,21.088563351638268,3.141736714125,3.141736714125
High demand,IDA3,19,143.264,25.605150140875,52.5,85.18728885679529,3.3988758029828343,2.7808991994625956,0.293539260034265,-99.55983071862234,-83.36951583384409,-46.546055530230966,40.1125160000862,40.1125160000862,2.544882001625,2.544882001625
High demand,IDA3,20,143.264,25.605152240875,52.5,85.18729006831106,3.3988768971750396,2.7808999128925764,0.2935393408963185,-99.55983075898598,-86.54953753785895,-43.36603387888659,40.11251599660325,40.11251599660325,2.544882001625,2.544882001625
High demand,IDA3,21,137.83,14.505996914,29.568738030525815,72.8200931642229,1.3555860082764086,1.109115881234473,0.11707333614039983,-94.0458049684588,-77.97429183716795,-35.580904636576015,49.7260921949014,49.7260921949014,1.5891039759999999,1.5891039759999999
High demand,IDA3,22,137.83,14.505998374,29.56873818559339,72.82009399043744,1.3555866832595544,1.1091163062206855,0.1170733948889442,-94.04580493770085,-79.81815865492545,-33.737037781679966,49.726092200953154,49.726092200953154,1.5891039759999999,1.5891039759999999
High demand,IDA3,23,137.83,8.60400680525,19.66519709581392,67.17245399127602,0.7015396191643664,0.5739869700776294,0.06058751574305815,-89.6182582041884,-75.91379821034134,-30.29726244096264,52.99588509320869,52.99588509320869,0.8318915825000001,0.8318915825000001
High demand,IDA3,24,137.83,8.604006905250001,19.66519715506149,67.1724542219298,0.7015395919084391,0.5739869752273652,0.060587517947890024,-89.61825818328926,-76.68463150580388,-29.526429120731475,52.995885105374796,52.995885105374796,0.8318915825000001,0.8318915825000001
High demand,IDA3,25,137.83,6.8489988615,25.92666619432084,65.48149117086119,0.6302266189932348,0.5156399518506549,0.05442866934908225,-87.6155670715262,-79.49830846104652,-30.24494796847202,51.75749007808486,51.75749007808486,0.61769542275,0.61769542275
High demand,IDA3,26,137.83,6.8489988615,25.92666619432084,65.48149117086119,0.6302266189932348,0.5156399518506549,0.05442866934908225,-87.61556707152619,-79.1862542655571,-30.557002163961442,51.75749007808487,51.75749007808487,0.61769542275,0.61769542275
High demand,IDA3,27,137.83,13.364012360250001,36.74594979731225,72.37703776395736,1.469763847918463,1.202534084033788,0.12693414982813378,-90.19638130518601,-81.2650621092071,-32.71613740500656,45.59450507342484,45.59450507342484,0.53317478675,0.53317478675
High demand,IDA3,28,137.83,13.364012360250001,36.745949808024854,72.3770378473398,1.469763987534428,1.202534198265032,0.12693416188587636,-90.19638130518601,-79.56523209749339,-34.41596741672029,45.59450507342484,45.59450507342484,0.53317478675,0.53317478675
High demand,IDA3,29,143.264,23.098172591624998,52.5,97.62528285069479,3.789420079874928,3.10043428850115,0.3272680431791404,-92.65243076393085,-90.57077017000063,-43.35636018468569,34.06456269255858,34.06456269255858,0.554015496625,0.554015496625
High demand,IDA3,30,143.264,23.098172591624998,52.5,97.6252828526638,3.7894200835666165,3.1004342915216228,0.32726804349796756,-92.65243076393087,-86.68387345151473,-47.24325690317159,34.064562692558574,34.064562692558574,0.554015496625,0.554015496625
High demand,IDA3,31,143.264,34.144772115375,52.5,161.8454080480982,9.43561466871582,7.720048494396857,0.8148939799641132,-92.68817082316147,-108.56649257019505,-69.11315989749009,18.33702699171083,18.33702699171083,0.6889011831249999,0.6889011831249999
High demand,IDA3,32,143.264,34.144770015375,52.5,161.84540787139778,9.435614711374761,7.720048711117803,0.8148939972846575,-92.68817082316147,-100.96493405106457,-76.71471841662056,18.337026991710832,18.337026991710832,0.6889011831249999,0.6889011831249999
High demand,IDA3,33,156.19,11.321974656962926,52.5,195.0,59.316287176768746,0.9923549370627249,1.6693533796818317e-08,-91.26763460074915,-118.65431915157303,-109.40935418756683,4.622620599307027,4.622620599307027,1.138713130375,1.138713130375
High demand,IDA3,34,156.19,11.321974656962926,52.5,195.0,59.31628478709091,0.9923523759672985,-3.2533205333240675e-08,-91.26763459573563,-106.99738983704424,-121.06628348956762,4.622620600536255,4.622620600536255,1.138713130375,1.138713130375
High demand,IDA3,35,156.19,11.692610609625,52.5,195.0,125.30779325694841,6.585212599835449,4.331613974273696e-08,-91.17251367179729,-121.39404814979277,-169.44773263216,0.0,0.0,1.310648972125,1.310648972125
High demand,IDA3,36,156.19,11.692610609625,52.5,195.0,125.30779325694841,6.585211599835448,4.3316139742730697e-08,-91.17251367179726,-106.8832200589907,-183.95856072296206,0.0,0.0,1.310648972125,1.310648972125
High demand,IDA3,37,156.19,9.92522752645,52.5,195.0,158.40017166695958,9.151719082550786,-4.906036716778471e-08,-89.8677514072799,-105.27256100109906,-222.01185486232106,0.0,0.0,1.050140128125,1.050140128125
High demand,IDA3,38,156.19,9.925227626449999,52.5,195.0,158.40017166695958,9.151717882550784,-4.906036716794572e-08,-89.8677514072799,-92.10413460479063,-235.18028125862944,0.0,0.0,1.050140128125,1.050140128125
High demand,IDA3,39,156.19,7.50913648,52.5,195.0,167.6161131129196,8.023959839565155,4.806521092248772e-08,-88.73050576471222,-83.15191187318295,-252.61808926302987,0.0,0.0,0.6802175521875,0.6802175521875
High demand,IDA3,40,156.19,7.50913648,52.5,195.0,167.6161119668859,8.023956353565474,-1.9901421399737274e-08,-88.73050576471222,-74.06303401525436,-261.70696712095844,0.0,0.0,0.6802175521875,0.6802175521875
High demand,IDA3,41,156.19,5.056814564,52.5,195.0,166.03099539421058,5.453789886141173,1.964823526101611e-08,-87.70353381783781,-66.45424924884908,-265.78451724168815,0.0,0.0,0.4787573891875,0.4787573891875
High demand,IDA3,42,156.19,5.056814564,52.5,195.0,166.03099653031154,5.453793481125233,-1.1436781299778431e-08,-87.70353382201473,-61.64037959969963,-270.5983869066606,0.0,0.0,0.4787573891875,0.4787573891875
High demand,IDA3,43,156.19,3.497155412,52.5,195.0,152.45357595596434,3.1537687607508516,3.6348121179585746e-09,-87.09716938427243,-56.050718161172426,-261.402097694655,0.0,0.0,0.721320053875,0.721320053875
High demand,IDA3,44,156.19,3.497155512,52.5,195.0,152.45357516667522,3.1537665611128833,2.5619154575551306e-09,-87.09716939934303,-54.78147709541021,-262.67133881534664,0.0,0.0,0.721320053875,0.721320053875
High demand,IDA3,45,156.19,2.4430054627500004,52.5,195.0,125.30286422534395,1.5096274363438171,1.06223567948611e-09,-86.7181916741405,-50.04950824301098,-239.2398371348485,0.0,0.0,0.847522129625,0.847522129625
High demand,IDA3,46,156.19,2.44300556275,52.5,195.0,125.30286389627345,1.5096267294729175,-2.9963594477031283e-09,-86.71819166722165,-51.31510417964113,-237.97424117513722,0.0,0.0,0.847522129625,0.847522129625
High demand,IDA3,47,156.19,1.30328133,52.5,195.0,90.23926306702606,0.39916047405934574,-9.60402368743729e-10,-86.25259991781724,-46.98189793384954,-206.75527069483323,0.0,0.0,0.9256747631875002,0.9256747631875002
High demand,IDA3,48,156.19,1.30328131225,52.5,195.0,90.23926187526479,0.39915856038773145,-3.4025211864358546e-09,-86.25259991781724,-49.66440714862708,-204.07276148005565,0.0,0.0,0.9256747671250001,0.9256747671250001
No revision,DAM,1,156.17,274.240775,52.5,195.0,24.826209,0.0,0.0,-74.4272491009418,-60.56652229256942,-140.27792396338876,0.0,0.0,1.4727433745923078,1.4727433923076922
No revision,DAM,2,156.17,274.240771,52.5,195.0,24.826209,0.0,0.0,-74.42724802825515,-60.774216946800685,-140.07022638184415,0.0,0.0,1.4727433745923078,1.4727433923076922
No revision,DAM,3,156.17,267.743115,52.5,195.0,18.244262,0.0,0.0,-74.42724855697276,-59.13849446966493,-135.2536787498373,0.0,0.0,1.537581106475,1.5375811
No revision,DAM,4,156.17,267.743116,52.5,195.0,18.244262,0.0,0.0,-74.42724883150716,-59.62546557552437,-134.76670836944345,0.0,0.0,1.537581106475,1.5375811
No revision,DAM,5,156.17,250.94699,52.5,195.0,0.67147572,0.0,0.0,-74.42724768949054,-55.27044884358704,-122.7438037849224,0.0,0.0,2.1350147303076925,2.135014707692308
No revision,DAM,6,156.17,250.94699500000002,52.5,195.0,0.67147572,0.0,0.0,-74.42724914689474,-56.24619530964944,-121.76806086145584,0.0,0.0,2.1350147303076925,2.135014707692308
No revision,DAM,7,130.24,231.76471600000002,52.5,175.51385,0.0,0.0,0.0,-74.42725041490837,-51.59006614841109,-107.76709558893054,0.0,0.0,2.8852802145576923,2.885280207692307
No revision,DAM,8,130.24,231.764711,52.5,175.51385,0.0,0.0,0.0,-74.42724884659194,-53.29377000013452,-106.06338830552353,0.0,0.0,2.8852802145576923,2.885280207692307
No revision,DAM,9,130.24,221.518062,52.5,166.29372,0.0,0.0,0.0,-74.42724926667266,-51.7947591690229,-96.76300783105442,0.0,0.0,2.095648964442308,2.0956489923076926
No revision,DAM,10,130.24,221.518062,52.5,166.29372,0.0,0.0,0.0,-74.42724926667266,-54.505655878779024,-94.0521111212983,0.0,0.0,2.095648964442308,2.0956489923076926
